"","id","name","mindate","maxdate","datacoverage"
"431","HLY-PRES-NORMAL","Sea level pressure mean","2010-01-01","2010-12-31","1"
"432","HLY-TEMP-10PCTL","Temperature 10th percentile","2010-01-01","2010-12-31","1"
"433","HLY-TEMP-90PCTL","Temperature 90th percentile","2010-01-01","2010-12-31","1"
"434","HLY-TEMP-NORMAL","Temperature mean","2010-01-01","2010-12-31","1"
"435","HLY-WCHL-NORMAL","Wind chill mean","2010-01-01","2010-12-31","1"
"436","HLY-WIND-1STDIR","Prevailing wind direction (1-8)","2010-01-01","2010-12-31","1"
"437","HLY-WIND-1STPCT","Prevailing wind percentage","2010-01-01","2010-12-31","1"
"438","HLY-WIND-2NDDIR","Secondary wind direction (1-8)","2010-01-01","2010-12-31","1"
"439","HLY-WIND-2NDPCT","Secondary wind percentage","2010-01-01","2010-12-31","1"
"440","HLY-WIND-AVGSPD","Average wind speed","2010-01-01","2010-12-31","1"
"441","HLY-WIND-PCTCLM","Percentage calm","2010-01-01","2010-12-31","1"
"442","HLY-WIND-VCTDIR","Mean wind vector direction","2010-01-01","2010-12-31","1"
"443","HLY-WIND-VCTSPD","Mean wind vector magnitude","2010-01-01","2010-12-31","1"
"444","HN01","Highest minimum soil temperature for the month (degrees F)","1982-01-01","2021-01-01","1"
"445","HN0190","Highest minimum soil temperature for the month(cover: unknown","1984-01-01","2009-08-01","1"
"446","HN02","Highest minimum soil temperature for the month (degrees F)","1982-01-01","2021-01-01","1"
"447","HN0290","Highest minimum soil temperature for the month(cover: unknown","1984-01-01","2010-12-01","1"
"448","HN0299","Highest minimum soil temperature for the month(cover: unknown","2011-01-01","2012-01-01","0.998"
"449","HN03","Highest minimum soil temperature for the month (degrees F)","1982-01-01","2021-01-01","1"
"450","HN0390","Highest minimum soil temperature for the month(cover: unknown","1984-01-01","2009-12-01","1"
"451","HN04","Highest minimum soil temperature for the month (degrees F)","1982-01-01","2020-12-01","1"
"452","HN05","Highest minimum soil temperature for the month (degrees F)","1982-01-01","2020-11-01","1"
"453","HN06","Highest minimum soil temperature for the month (degrees F)","1982-01-01","2020-11-01","1"
"454","HN07","Highest minimum soil temperature for the month (degrees F)","1982-06-01","2020-11-01","1"
"455","HN08","Highest minimum soil temperature for the month (degrees F)","1982-06-01","2020-11-01","1"
"456","HN1190","Highest minimum soil temperature for the month(cover: grass","1984-01-01","2010-12-01","0.9819"
"457","HN1191","Highest minimum soil temperature for the month(cover: grass","1984-01-01","1985-07-01","1"
"458","HN1290","Highest minimum soil temperature for the month(cover: grass","1984-01-01","2010-12-01","1"
"459","HN1291","Highest minimum soil temperature for the month(cover: grass","1984-01-01","1989-07-01","0.8807"
"460","HN1299","Highest minimum soil temperature for the month(cover: grass","2011-01-01","2012-09-01","1"
"461","HN1390","Highest minimum soil temperature for the month(cover: grass","1984-01-01","2010-12-01","0.998"
"462","HN1391","Highest minimum soil temperature for the month(cover: grass","1984-01-01","1988-12-01","0.8497"
"463","HN1399","Highest minimum soil temperature for the month(cover: grass","2011-01-01","2011-01-01","0.9819"
"464","HN1490","Highest minimum soil temperature for the month(cover: grass","2010-01-01","2010-12-01","1"
"465","HN1499","Highest minimum soil temperature for the month(cover: grass","2011-01-01","2011-01-01","0.9819"
"466","HN2190","Highest minimum soil temperature for the month(cover: fallow","1989-08-01","2010-12-01","0.9338"
"467","HN2192","Highest minimum soil temperature for the month(cover: fallow","1984-01-01","1988-12-01","0.8663"
"468","HN2290","Highest minimum soil temperature for the month(cover: fallow","1989-08-01","2010-12-01","0.9299"
"469","HN2292","Highest minimum soil temperature for the month(cover: fallow","1984-01-01","1988-12-01","0.8663"
"470","HN2390","Highest minimum soil temperature for the month(cover: fallow","1989-08-01","2010-12-01","0.9338"
"471","HN2392","Highest minimum soil temperature for the month(cover: fallow","1984-01-01","1988-12-01","0.6497"
"472","HN3190","Highest minimum soil temperature for the month(cover: bare ground","1984-01-01","2010-12-01","1"
"473","HN3192","Highest minimum soil temperature for the month(cover: bare ground","1984-01-01","1988-12-01","0.9996"
"474","HN3199","Highest minimum soil temperature for the month(cover: bare ground","2011-01-01","2015-11-01","1"
"475","HN3290","Highest minimum soil temperature for the month(cover: bare ground","1984-01-01","2010-12-01","1"
"476","HN3292","Highest minimum soil temperature for the month(cover: bare ground","1984-01-01","1989-02-01","1"
"477","HN3299","Highest minimum soil temperature for the month(cover: bare ground","2011-01-01","2015-11-01","1"
"478","HN3390","Highest minimum soil temperature for the month(cover: bare ground","1984-01-01","2010-12-01","1"
"479","HN3392","Highest minimum soil temperature for the month(cover: bare ground","1984-01-01","1989-02-01","0.9845"
"480","HN3399","Highest minimum soil temperature for the month(cover: bare ground","2011-01-01","2015-11-01","1"
"481","HN3490","Highest minimum soil temperature for the month(cover: bare ground","2004-08-01","2010-12-01","1"
"482","HN3499","Highest minimum soil temperature for the month(cover: bare ground","2011-01-01","2011-09-01","1"
"483","HN3590","Highest minimum soil temperature for the month(cover: bare ground","2004-08-01","2010-12-01","1"
"484","HN3599","Highest minimum soil temperature for the month(cover: bare ground","2011-01-01","2015-11-01","1"
"485","HN3690","Highest minimum soil temperature for the month(cover: bare ground","2006-04-01","2006-04-01","1"
"486","HN3699","Highest minimum soil temperature for the month(cover: bare ground","2011-01-01","2015-11-01","1"
"487","HN5190","Highest minimum soil temperature for the month(cover: sod","1984-01-01","2010-12-01","0.9998"
"488","HN5199","Highest minimum soil temperature for the month(cover: sod","2011-01-01","2015-11-01","1"
"489","HN5290","Highest minimum soil temperature for the month(cover: sod","1984-01-01","2010-12-01","1"
"490","HN5291","Highest minimum soil temperature for the month(cover: sod","1984-01-01","1989-02-01","1"
"491","HN5299","Highest minimum soil temperature for the month(cover: sod","2011-01-01","2015-11-01","1"
"492","HN5390","Highest minimum soil temperature for the month(cover: sod","1984-01-01","2010-12-01","1"
"493","HN5399","Highest minimum soil temperature for the month(cover: sod","2011-01-01","2015-11-01","1"
"494","HN5490","Highest minimum soil temperature for the month(cover: sod","2002-03-01","2010-12-01","0.998"
"495","HN5499","Highest minimum soil temperature for the month(cover: sod","2011-01-01","2011-12-01","1"
"496","HN5590","Highest minimum soil temperature for the month(cover: sod","2002-03-01","2009-02-01","0.998"
"497","HN5599","Highest minimum soil temperature for the month(cover: sod","2011-01-01","2015-11-01","1"
"498","HN5699","Highest minimum soil temperature for the month(cover: sod","2012-09-01","2015-11-01","1"
"499","HN6190","Highest minimum soil temperature for the month(cover: straw mulch","1984-01-01","1993-01-01","0.9812"
"500","HN7290","Highest minimum soil temperature for the month(cover: grass muck","1989-03-01","1990-10-01","0.998"
"501","HN7293","Highest minimum soil temperature for the month(cover: grass muck","1984-01-01","1988-12-01","0.9996"
"502","HN8190","Highest minimum soil temperature for the month(cover: bare muck","1990-01-01","1990-10-01","1"
"503","HN8193","Highest minimum soil temperature for the month(cover: bare muck","1984-01-01","1989-02-01","1"
"504","HN8290","Highest minimum soil temperature for the month(cover: bare muck","1989-03-01","1990-10-01","0.998"
"505","HN8293","Highest minimum soil temperature for the month(cover: bare muck","1984-01-01","1988-12-01","0.9996"
"506","HN8390","Highest minimum soil temperature for the month(cover: bare muck","1989-03-01","1990-10-01","0.998"
"507","HN8393","Highest minimum soil temperature for the month(cover: bare muck","1984-01-01","1988-12-01","0.9996"
"508","HO01A0","Highest soil temperature at observation time(cover: unknown","1984-01-01","2006-12-01","1"
"509","HO01P0","Highest soil temperature at observation time(cover: unknown","1984-01-01","2009-04-01","1"
"510","HO01P1","Highest soil temperature at observation time(cover: unknown","1984-01-01","1989-06-01","0.2577"
"511","HO01P2","Highest soil temperature at observation time(cover: unknown","1985-01-01","1988-12-01","0.7083"
"512","HO02A0","Highest soil temperature at observation time(cover: unknown","1984-01-01","2006-12-01","1"
"513","HO02P0","Highest soil temperature at observation time(cover: unknown","1984-01-01","2009-04-01","1"
"514","HO02P1","Highest soil temperature at observation time(cover: unknown","1986-01-01","1989-06-01","0.6435"
"515","HO02P2","Highest soil temperature at observation time(cover: unknown","1984-01-01","1985-12-01","0.9993"
"516","HO03A0","Highest soil temperature at observation time(cover: unknown","1984-01-01","2005-09-01","1"
"517","HO03P0","Highest soil temperature at observation time(cover: unknown","1984-01-01","2009-04-01","1"
"518","HO03P1","Highest soil temperature at observation time(cover: unknown","1985-01-01","1989-06-01","0.519"
"519","HO03P2","Highest soil temperature at observation time(cover: unknown","1984-02-01","1986-12-01","0.6288"
"520","HO04A0","Highest soil temperature at observation time(cover: unknown","1984-01-01","2007-12-01","1"
"521","HO04P0","Highest soil temperature at observation time(cover: unknown","1984-01-01","2009-12-01","1"
"522","HO04P1","Highest soil temperature at observation time(cover: unknown","1984-01-01","1986-12-01","0.6387"
"523","HO04P2","Highest soil temperature at observation time(cover: unknown","1985-01-01","1989-06-01","0.519"
"524","HO05A0","Highest soil temperature at observation time(cover: unknown","1984-01-01","2009-08-01","1"
"525","HO05P0","Highest soil temperature at observation time(cover: unknown","1984-01-01","2009-12-01","1"
"526","HO05P1","Highest soil temperature at observation time(cover: unknown","1984-01-01","1988-12-01","0.7664"
"527","HO05P2","Highest soil temperature at observation time(cover: unknown","1989-01-01","1989-06-01","0.8408"
"528","HO07P0","Highest soil temperature at observation time(cover: unknown","2006-01-01","2009-04-01","0.9762"
"529","HO11A0","Highest soil temperature at observation time(cover: grass","1984-01-01","2010-12-01","1"
"530","HO11P0","Highest soil temperature at observation time(cover: grass","1992-04-01","2010-12-01","1"
"531","HO12A0","Highest soil temperature at observation time(cover: grass","1984-01-01","2010-12-01","0.9999"
"532","HO12P0","Highest soil temperature at observation time(cover: grass","1992-04-01","2010-12-01","0.9992"
"533","HO13A0","Highest soil temperature at observation time(cover: grass","1984-01-01","2010-12-01","1"
"534","HO13P0","Highest soil temperature at observation time(cover: grass","2000-06-01","2010-12-01","1"
"535","HO14A0","Highest soil temperature at observation time(cover: grass","1984-01-01","2010-12-01","1"
"536","HO14A1","Highest soil temperature at observation time(cover: grass","1984-01-01","1985-07-01","1"
"537","HO14P0","Highest soil temperature at observation time(cover: grass","2000-06-01","2010-12-01","0.8458"
"538","HO15A0","Highest soil temperature at observation time(cover: grass","1984-01-01","2010-12-01","0.9999"
"539","HO15A1","Highest soil temperature at observation time(cover: grass","1984-01-01","1985-07-01","1"
"540","HO15P0","Highest soil temperature at observation time(cover: grass","2000-06-01","2010-12-01","0.8038"
"541","HO16A0","Highest soil temperature at observation time(cover: grass","2006-01-01","2010-12-01","1"
"542","HO16P0","Highest soil temperature at observation time(cover: grass","2006-01-01","2010-12-01","1"
"543","HO17A0","Highest soil temperature at observation time(cover: grass","2006-01-01","2010-12-01","0.998"
"544","HO17P0","Highest soil temperature at observation time(cover: grass","2006-01-01","2010-06-01","0.7971"
"545","HO21A0","Highest soil temperature at observation time(cover: fallow","1984-01-01","1984-10-01","0.998"
"546","HO22A0","Highest soil temperature at observation time(cover: fallow","1984-01-01","1984-10-01","0.998"
"547","HO23A0","Highest soil temperature at observation time(cover: fallow","1984-01-01","1984-10-01","0.998"
"548","HO24A0","Highest soil temperature at observation time(cover: fallow","1984-01-01","1984-10-01","0.998"
"549","HO25A0","Highest soil temperature at observation time(cover: fallow","1984-01-01","1984-10-01","0.998"
"550","HO31A0","Highest soil temperature at observation time(cover: bare ground","1984-09-01","2010-12-01","1"
"551","HO31P0","Highest soil temperature at observation time(cover: bare ground","1985-07-01","2010-12-01","0.998"
"552","HO32A0","Highest soil temperature at observation time(cover: bare ground","1984-09-01","2010-12-01","1"
"553","HO32P0","Highest soil temperature at observation time(cover: bare ground","1985-07-01","2010-12-01","0.998"
"554","HO33A0","Highest soil temperature at observation time(cover: bare ground","1984-09-01","2010-12-01","1"
"555","HO33P0","Highest soil temperature at observation time(cover: bare ground","1986-04-01","2010-12-01","0.998"
"556","HO34A0","Highest soil temperature at observation time(cover: bare ground","1984-01-01","2010-12-01","0.9998"
"557","HO34A2","Highest soil temperature at observation time(cover: bare ground","1984-01-01","1988-12-01","0.9996"
"558","HO34P0","Highest soil temperature at observation time(cover: bare ground","1984-01-01","2010-12-01","1"
"559","HO35A0","Highest soil temperature at observation time(cover: bare ground","1984-01-01","2010-12-01","0.9987"
"560","HO35A2","Highest soil temperature at observation time(cover: bare ground","1984-01-01","1989-02-01","1"
"561","HO35P0","Highest soil temperature at observation time(cover: bare ground","1984-10-01","2010-12-01","1"
"562","HO36A0","Highest soil temperature at observation time(cover: bare ground","2006-01-01","2010-12-01","1"
"563","HO36P0","Highest soil temperature at observation time(cover: bare ground","2006-01-01","2010-12-01","0.9998"
"564","HO37A0","Highest soil temperature at observation time(cover: bare ground","2006-01-01","2007-06-01","0.8919"
"565","HO37P0","Highest soil temperature at observation time(cover: bare ground","2006-03-01","2006-04-01","0.998"
"566","HO51A0","Highest soil temperature at observation time(cover: sod","1987-04-01","2010-12-01","1"
"567","HO51P0","Highest soil temperature at observation time(cover: sod","1987-08-01","2010-12-01","1"
"568","HO52A0","Highest soil temperature at observation time(cover: sod","1984-01-01","2010-12-01","1"
"569","HO52P0","Highest soil temperature at observation time(cover: sod","1988-01-01","2010-12-01","1"
"570","HO53A0","Highest soil temperature at observation time(cover: sod","1984-01-01","2010-12-01","1"
"571","HO53P0","Highest soil temperature at observation time(cover: sod","1987-02-01","2010-12-01","0.9908"
"572","HO54A0","Highest soil temperature at observation time(cover: sod","1984-01-01","2010-12-01","1"
"573","HO54P0","Highest soil temperature at observation time(cover: sod","1984-02-01","2010-12-01","0.9998"
"574","HO55A0","Highest soil temperature at observation time(cover: sod","1984-01-01","2010-12-01","1"
"575","HO55P0","Highest soil temperature at observation time(cover: sod","1987-02-01","2010-12-01","1"
"576","HO56A0","Highest soil temperature at observation time(cover: sod","2006-01-01","2010-12-01","1"
"577","HO56P0","Highest soil temperature at observation time(cover: sod","2006-01-01","2010-12-01","1"
"578","HO57A0","Highest soil temperature at observation time(cover: sod","2006-01-01","2010-12-01","1"
"579","HO57P0","Highest soil temperature at observation time(cover: sod","2006-01-01","2010-09-01","0.8514"
"580","HO84A0","Highest soil temperature at observation time(cover: bare muck","1990-01-01","1990-10-01","1"
"581","HO84A3","Highest soil temperature at observation time(cover: bare muck","1984-01-01","1989-02-01","1"
"582","HO85A0","Highest soil temperature at observation time(cover: bare muck","1989-03-01","1990-10-01","0.998"
"583","HO85A3","Highest soil temperature at observation time(cover: bare muck","1984-01-01","1988-12-01","0.9996"
"584","HPCP","Precipitation","1781-01-04","2021-03-06","1"
"585","HSNW","Highest snowfall","1840-10-24","2021-03-05","HSNW"
"586","HTDD","Heating degree days","1763-01-01","2021-02-01","1"
"587","HTMN","Highest minimum temperature","1763-01-01","2021-03-06","HTMN"
"588","HTMX","Highest maximum temperature","1763-01-01","2021-03-06","HTMX"
"589","HX01","Highest maximum soil temperature for the month (degrees F)","1982-01-01","2021-01-01","1"
"590","HX0190","Highest maximum soil temperature for the month(cover: unknown","1984-01-01","2009-08-01","1"
"591","HX02","Highest maximum soil temperature for the month (degrees F)","1982-01-01","2021-01-01","1"
"592","HX0290","Highest maximum soil temperature for the month(cover: unknown","1984-01-01","2010-12-01","1"
"593","HX0299","Highest maximum soil temperature for the month(cover: unknown","2011-01-01","2012-01-01","0.998"
"594","HX03","Highest maximum soil temperature for the month (degrees F)","1982-01-01","2021-01-01","1"
"595","HX0390","Highest maximum soil temperature for the month(cover: unknown","1984-01-01","2009-12-01","1"
"596","HX04","Highest maximum soil temperature for the month (degrees F)","1982-01-01","2021-01-01","1"
"597","HX05","Highest maximum soil temperature for the month (degrees F)","1982-01-01","2021-01-01","1"
"598","HX06","Highest maximum soil temperature for the month (degrees F)","1982-01-01","2020-11-01","1"
"599","HX07","Highest maximum soil temperature for the month (degrees F)","1982-06-01","2020-11-01","1"
"600","HX08","Highest maximum soil temperature for the month (degrees F)","1982-06-01","2020-11-01","1"
"601","HX1190","Highest maximum soil temperature for the month(cover: grass","1984-01-01","2010-12-01","0.9819"
"602","HX1191","Highest maximum soil temperature for the month(cover: grass","1984-01-01","1985-07-01","1"
"603","HX1290","Highest maximum soil temperature for the month(cover: grass","1984-01-01","2010-12-01","1"
"604","HX1291","Highest maximum soil temperature for the month(cover: grass","1984-01-01","1989-07-01","0.8807"
"605","HX1299","Highest maximum soil temperature for the month(cover: grass","2011-01-01","2012-09-01","1"
"606","HX1390","Highest maximum soil temperature for the month(cover: grass","1984-01-01","2010-12-01","0.998"
"607","HX1391","Highest maximum soil temperature for the month(cover: grass","1984-01-01","1989-07-01","0.8658"
"608","HX1399","Highest maximum soil temperature for the month(cover: grass","2011-01-01","2011-01-01","0.9819"
"609","HX1490","Highest maximum soil temperature for the month(cover: grass","2009-03-01","2010-12-01","0.998"
"610","HX1499","Highest maximum soil temperature for the month(cover: grass","2011-01-01","2011-02-01","1"
"611","HX1599","Highest maximum soil temperature for the month(cover: grass","2011-08-01","2012-06-01","0.9994"
"612","HX1799","Highest maximum soil temperature for the month(cover: grass","2011-08-01","2012-06-01","0.9994"
"613","HX2190","Highest maximum soil temperature for the month(cover: fallow","1989-08-01","2010-12-01","0.9338"
"614","HX2192","Highest maximum soil temperature for the month(cover: fallow","1984-01-01","1988-12-01","0.8663"
"615","HX2290","Highest maximum soil temperature for the month(cover: fallow","1990-01-01","2010-12-01","0.9326"
"616","HX2292","Highest maximum soil temperature for the month(cover: fallow","1984-01-01","1989-07-01","0.8509"
"617","HX2390","Highest maximum soil temperature for the month(cover: fallow","1989-08-01","2010-12-01","0.9338"
"618","HX2392","Highest maximum soil temperature for the month(cover: fallow","1984-01-01","1988-12-01","0.6497"
"619","HX3190","Highest maximum soil temperature for the month(cover: bare ground","1984-01-01","2010-12-01","1"
"620","HX3192","Highest maximum soil temperature for the month(cover: bare ground","1984-01-01","1988-12-01","0.9996"
"621","HX3199","Highest maximum soil temperature for the month(cover: bare ground","2011-01-01","2015-11-01","1"
"622","HX3290","Highest maximum soil temperature for the month(cover: bare ground","1984-01-01","2010-12-01","1"
"623","HX3292","Highest maximum soil temperature for the month(cover: bare ground","1984-01-01","1989-02-01","1"
"624","HX3299","Highest maximum soil temperature for the month(cover: bare ground","2011-01-01","2015-11-01","1"
"625","HX3390","Highest maximum soil temperature for the month(cover: bare ground","1984-01-01","2010-12-01","1"
"626","HX3392","Highest maximum soil temperature for the month(cover: bare ground","1984-01-01","1988-12-01","0.9996"
"627","HX3399","Highest maximum soil temperature for the month(cover: bare ground","2011-01-01","2015-11-01","1"
"628","HX3490","Highest maximum soil temperature for the month(cover: bare ground","2004-08-01","2010-12-01","0.9989"
"629","HX3499","Highest maximum soil temperature for the month(cover: bare ground","2011-01-01","2011-09-01","1"
"630","HX3590","Highest maximum soil temperature for the month(cover: bare ground","2004-08-01","2010-12-01","1"
"631","HX3599","Highest maximum soil temperature for the month(cover: bare ground","2011-01-01","2015-11-01","1"
"632","HX3699","Highest maximum soil temperature for the month(cover: bare ground","2011-01-01","2015-11-01","1"
"633","HX5190","Highest maximum soil temperature for the month(cover: sod","1984-01-01","2010-12-01","0.9998"
"634","HX5199","Highest maximum soil temperature for the month(cover: sod","2011-01-01","2015-11-01","1"
"635","HX5290","Highest maximum soil temperature for the month(cover: sod","1984-01-01","2010-12-01","1"
"636","HX5291","Highest maximum soil temperature for the month(cover: sod","1984-01-01","1988-12-01","0.9996"
"637","HX5299","Highest maximum soil temperature for the month(cover: sod","2011-01-01","2015-11-01","1"
"638","HX5390","Highest maximum soil temperature for the month(cover: sod","1984-01-01","2010-12-01","1"
"639","HX5399","Highest maximum soil temperature for the month(cover: sod","2011-01-01","2015-11-01","1"
"640","HX5490","Highest maximum soil temperature for the month(cover: sod","2002-03-01","2010-12-01","0.998"
"641","HX5499","Highest maximum soil temperature for the month(cover: sod","2011-01-01","2011-12-01","1"
"642","HX5590","Highest maximum soil temperature for the month(cover: sod","2002-03-01","2009-02-01","0.998"
"643","HX5599","Highest maximum soil temperature for the month(cover: sod","2011-01-01","2015-11-01","1"
"644","HX5699","Highest maximum soil temperature for the month(cover: sod","2012-09-01","2015-11-01","1"
"645","HX6190","Highest maximum soil temperature for the month(cover: straw mulch","1984-01-01","1996-11-01","0.9812"
"646","HX7290","Highest maximum soil temperature for the month(cover: grass muck","1989-03-01","1990-10-01","0.998"
"647","HX7293","Highest maximum soil temperature for the month(cover: grass muck","1984-01-01","1988-12-01","0.9996"
"648","HX8190","Highest maximum soil temperature for the month(cover: bare muck","1989-03-01","1990-10-01","0.998"
"649","HX8193","Highest maximum soil temperature for the month(cover: bare muck","1984-01-01","1988-12-01","0.9996"
"650","HX8290","Highest maximum soil temperature for the month(cover: bare muck","1990-01-01","1990-10-01","1"
"651","HX8293","Highest maximum soil temperature for the month(cover: bare muck","1984-01-01","1989-02-01","1"
"652","HX8390","Highest maximum soil temperature for the month(cover: bare muck","1990-01-01","1990-10-01","1"
"653","HX8393","Highest maximum soil temperature for the month(cover: bare muck","1984-01-01","1989-02-01","1"
"654","JJA-CLDD-BASE45","Long-term averages of summer cooling degree days with base 45F","2010-01-01","2010-01-01","1"
"655","JJA-CLDD-BASE50","Long-term averages of summer cooling degree days with base 50F","2010-01-01","2010-01-01","1"
"656","JJA-CLDD-BASE55","Long-term averages of summer cooling degree days with base 55F","2010-01-01","2010-01-01","1"
"657","JJA-CLDD-BASE57","Long-term averages of summer cooling degree days with base 57F","2010-01-01","2010-01-01","1"
"658","JJA-CLDD-BASE60","Long-term averages of summer cooling degree days with base 60F","2010-01-01","2010-01-01","1"
"659","JJA-CLDD-BASE70","Long-term averages of summer cooling degree days with base 70F","2010-01-01","2010-01-01","1"
"660","JJA-CLDD-BASE72","Long-term averages of summer cooling degree days with base 72F","2010-01-01","2010-01-01","1"
"661","JJA-CLDD-NORMAL","Long-term averages of summer cooling degree days with base 65F","2010-01-01","2010-01-01","1"
"662","JJA-DUTR-NORMAL","Long-term averages of summer diurnal temperature range","2010-01-01","2010-01-01","1"
"663","JJA-GRDD-BASE40","Long-term averages of summer growing degree days with base 40F","2010-01-01","2010-01-01","1"
"664","JJA-GRDD-BASE45","Long-term averages of summer growing degree days with base 45F","2010-01-01","2010-01-01","1"
"665","JJA-GRDD-BASE50","Long-term averages of summer growing degree days with base 50F","2010-01-01","2010-01-01","1"
"666","JJA-GRDD-BASE55","Long-term averages of summer growing degree days with base 55F","2010-01-01","2010-01-01","1"
"667","JJA-GRDD-BASE57","Long-term averages of summer growing degree days with base 57F","2010-01-01","2010-01-01","1"
"668","JJA-GRDD-BASE60","Long-term averages of summer growing degree days with base 60F","2010-01-01","2010-01-01","1"
"669","JJA-GRDD-BASE65","Long-term averages of summer growing degree days with base 65F","2010-01-01","2010-01-01","1"
"670","JJA-GRDD-BASE70","Long-term averages of summer growing degree days with base 70F","2010-01-01","2010-01-01","1"
"671","JJA-GRDD-BASE72","Long-term averages of summer growing degree days with base 72F","2010-01-01","2010-01-01","1"
"672","JJA-GRDD-TB4886","Long-term averages of summer growing degree days with truncated bases 48F and 86F","2010-01-01","2010-01-01","1"
"673","JJA-GRDD-TB5086","Long-term averages of summer growing degree days with truncated bases 50F and 86F","2010-01-01","2010-01-01","1"
"674","JJA-HTDD-BASE40","Long-term averages of summer heating degree days with base 40F","2010-01-01","2010-01-01","1"
"675","JJA-HTDD-BASE45","Long-term averages of summer heating degree days with base 45F","2010-01-01","2010-01-01","1"
"676","JJA-HTDD-BASE50","Long-term averages of summer heating degree days with base 50F","2010-01-01","2010-01-01","1"
"677","JJA-HTDD-BASE55","Long-term averages of summer heating degree days with base 55F","2010-01-01","2010-01-01","1"
"678","JJA-HTDD-BASE57","Long-term averages of summer heating degree days with base 57F","2010-01-01","2010-01-01","1"
"679","JJA-HTDD-BASE60","Long-term averages of summer heating degree days with base 60F","2010-01-01","2010-01-01","1"
"680","JJA-HTDD-NORMAL","Long-term averages of summer heating degree days with base 65F","2010-01-01","2010-01-01","1"
"681","JJA-PRCP-AVGNDS-GE001HI","Long-term averages of number of days during June-August with precipitation >= 0.01 inches","2010-01-01","2010-01-01","1"
"682","JJA-PRCP-AVGNDS-GE010HI","Long-term averages of number of days during June-August with precipitation >= 0.10 inches","2010-01-01","2010-01-01","1"
"683","JJA-PRCP-AVGNDS-GE050HI","Long-term averages of number of days during June-August with precipitation >= 0.50 inches","2010-01-01","2010-01-01","1"
"684","JJA-PRCP-AVGNDS-GE100HI","Long-term averages of number of days during June-August with precipitation >= 1.00 inches","2010-01-01","2010-01-01","1"
"685","JJA-PRCP-NORMAL","Long-term averages of seasonal precipitation totals for June-August","2010-01-01","2010-01-01","1"
"686","JJA-SNOW-AVGNDS-GE001TI","Long-term averages of number of days during June-August with snowfall >= 0.1 inches","2010-01-01","2010-01-01","1"
"687","JJA-SNOW-AVGNDS-GE010TI","Long-term averages of number of days during June-August with snowfall >= 1.0 inches","2010-01-01","2010-01-01","1"
"688","JJA-SNOW-AVGNDS-GE030TI","Long-term averages of number of days during June-August with snowfall >= 3.0 inches","2010-01-01","2010-01-01","1"
"689","JJA-SNOW-AVGNDS-GE050TI","Long-term averages of number of days during June-August with snowfall >= 5.0 inches","2010-01-01","2010-01-01","1"
"690","JJA-SNOW-AVGNDS-GE100TI","Long-term averages of number of days during June-August with snowfall >= 10.0 inches","2010-01-01","2010-01-01","1"
"691","JJA-SNOW-NORMAL","Long-term averages of seasonal snowfall totals for June-August","2010-01-01","2010-01-01","1"
"692","JJA-SNWD-AVGNDS-GE001WI","Long-term averages of number of days during June-August with snow depth >= 1 inch","2010-01-01","2010-01-01","1"
"693","JJA-SNWD-AVGNDS-GE003WI","Long-term averages of number of days during June-August with snow depth >= 3 inches","2010-01-01","2010-01-01","1"
"694","JJA-SNWD-AVGNDS-GE005WI","Long-term averages of number of days during June-August with snow depth >= 5 inches","2010-01-01","2010-01-01","1"
"695","JJA-SNWD-AVGNDS-GE010WI","Long-term averages of number of days during June-August with snow depth >= 10 inches","2010-01-01","2010-01-01","1"
"696","JJA-TAVG-NORMAL","Long-term averages of summer average temperature","2010-01-01","2010-01-01","1"
"697","JJA-TMAX-AVGNDS-GRTH040","Long-term average number of days per summer where tmax is greater than or equal to 40F","2010-01-01","2010-01-01","1"
"698","JJA-TMAX-AVGNDS-GRTH050","Long-term average number of days per summer where tmax is greater than or equal to 50F","2010-01-01","2010-01-01","1"
"699","JJA-TMAX-AVGNDS-GRTH060","Long-term average number of days per summer where tmax is greater than or equal to 60F","2010-01-01","2010-01-01","1"
"700","JJA-TMAX-AVGNDS-GRTH070","Long-term average number of days per summer where tmax is greater than or equal to 70F","2010-01-01","2010-01-01","1"
"701","JJA-TMAX-AVGNDS-GRTH080","Long-term average number of days per summer where tmax is greater than or equal to 80F","2010-01-01","2010-01-01","1"
"702","JJA-TMAX-AVGNDS-GRTH090","Long-term average number of days per summer where tmax is greater than or equal to 90F","2010-01-01","2010-01-01","1"
"703","JJA-TMAX-AVGNDS-GRTH100","Long-term average number of days per summer where tmax is greater than or equal to 100F","2010-01-01","2010-01-01","1"
"704","JJA-TMAX-AVGNDS-LSTH032","Long-term average number of days per summer where tmax is less than or equal to 32F","2010-01-01","2010-01-01","1"
"705","JJA-TMAX-NORMAL","Long-term averages of summer maximum temperature","2010-01-01","2010-01-01","1"
"706","JJA-TMIN-AVGNDS-LSTH000","Long-term average number of days per summer where tmin is less than or equal to 0F","2010-01-01","2010-01-01","1"
"707","JJA-TMIN-AVGNDS-LSTH010","Long-term average number of days per summer where tmin is less than or equal to 10F","2010-01-01","2010-01-01","1"
"708","JJA-TMIN-AVGNDS-LSTH020","Long-term average number of days per summer where tmin is less than or equal to 20F","2010-01-01","2010-01-01","1"
"709","JJA-TMIN-AVGNDS-LSTH032","Long-term average number of days per summer where tmin is less than or equal to 32F","2010-01-01","2010-01-01","1"
